OrderItemID,OrderID,ProductID,Quantity,UnitPrice,Discount
184,100063,24,6,867,5
185,100063,7,8,201,10
186,100063,34,6,88,15
187,100063,49,5,61,15
188,100064,11,9,573,0
189,100064,61,6,1213,5
190,100064,3,2,1389,0
191,100065,32,4,89,0
192,100066,20,2,101,5
193,100066,31,8,84,10
194,100066,17,6,513,5
195,100066,61,10,1213,0
196,100066,86,3,25,10
197,100067,75,1,1079,10
198,100068,87,2,429,5
199,100068,49,2,61,10
200,100068,51,10,722,0
201,100068,92,10,476,0
202,100068,26,6,1201,15
203,100069,9,6,202,0
204,100069,65,7,652,15
205,100069,83,2,1206,15
206,100070,82,3,9,15
207,100070,59,3,95,10
208,100070,91,10,3,15
209,100071,56,6,89,5
210,100071,94,2,88,10
211,100071,76,8,140,5
212,100071,35,8,406,15
213,100072,4,3,873,15
214,100072,64,4,182,10
215,100072,42,5,216,10
216,100073,77,9,894,0
217,100073,90,9,4,5
218,100073,36,2,220,5
219,100074,63,8,7,15
220,100074,72,8,107,0
221,100074,98,2,3,10
222,100074,31,4,84,15
223,100075,40,10,242,10
224,100075,85,8,455,10
225,100076,96,8,20,10
226,100076,71,5,7,10
227,100076,43,4,1212,0
228,100076,46,4,1077,10
229,100077,96,9,20,5
230,100078,28,8,1171,10
231,100078,95,10,6,10
232,100079,25,5,43,5
233,100080,23,9,1060,5
234,100080,39,5,1180,0
235,100080,2,1,792,10
236,100081,82,8,9,0
237,100081,97,1,35,10
238,100082,62,1,371,10
239,100082,57,8,712,0
240,100082,44,2,168,15
241,100082,24,8,867,0
242,100083,81,5,93,0
243,100083,88,4,444,0
244,100083,7,9,201,15
245,100083,20,10,101,5
246,100083,73,9,1063,15
247,100084,57,5,712,0
248,100084,39,10,1180,0
249,100084,76,4,140,5
250,100084,55,5,1324,0
251,100085,31,9,84,0
252,100085,23,3,1060,0
253,100086,58,5,247,0
254,100086,89,4,124,10
255,100086,77,5,894,15
256,100086,61,2,1213,5
257,100087,81,4,93,15
258,100087,76,2,140,5
259,100087,85,3,455,10
260,100088,10,3,1002,10
261,100088,8,10,199,10
262,100089,16,7,14,10
263,100089,60,9,247,15
264,100089,89,8,124,0
265,100089,39,10,1180,0
266,100090,95,1,6,0
267,100090,42,4,216,0
268,100090,78,5,1118,0
269,100090,33,3,147,15
270,100091,84,7,1315,15
271,100091,57,2,712,15
272,100091,36,6,220,15
273,100091,24,6,867,10
274,100091,75,2,1079,5
275,100092,53,5,445,15
276,100092,89,9,124,0
277,100092,64,8,182,0
278,100093,33,7,147,0
279,100093,42,9,216,15
280,100093,15,7,731,0
281,100094,67,10,488,15
282,100094,47,8,71,0
283,100095,35,3,406,10
284,100095,71,8,7,15
285,100096,4,10,873,5
286,100097,40,1,242,15
287,100097,71,2,7,5
288,100098,60,2,247,5
289,100099,92,5,476,15
290,100099,38,8,1193,15
291,100099,66,4,266,15
292,100099,91,9,3,5
293,100100,25,3,43,0
294,100100,77,5,894,15
295,100100,66,6,266,10
296,100100,96,1,20,10
297,100101,76,8,140,5
298,100101,75,8,1079,15
299,100101,85,6,455,10
300,100102,98,4,3,5
301,100102,70,10,1248,15
302,100102,49,4,61,15
303,100102,59,1,95,10
304,100102,42,8,216,15
305,100103,85,1,455,5
306,100103,84,9,1315,10
307,100103,20,2,101,15
308,100103,64,2,182,15
309,100104,93,3,1214,15
310,100105,10,5,1002,10
311,100105,61,10,1213,15
312,100106,43,9,1212,15
313,100107,81,8,93,0
314,100107,92,10,476,0
315,100107,98,4,3,10
316,100108,96,7,20,0
317,100108,12,2,730,15
318,100109,89,1,124,0
319,100109,39,6,1180,0
320,100110,46,3,1077,5
321,100110,48,9,421,15
322,100110,56,10,89,5
323,100111,23,10,1060,15
324,100111,11,10,573,5
325,100112,75,5,1079,15
326,100112,19,5,1427,0
327,100112,30,8,1260,10
328,100112,60,9,247,5
329,100113,57,6,712,10
330,100114,89,4,124,15
331,100114,33,8,147,0
332,100114,59,4,95,15
333,100114,39,10,1180,10
334,100115,38,5,1193,0
335,100115,90,10,4,0
336,100115,3,10,1389,15
337,100115,85,5,455,5
338,100115,51,10,722,10
339,100116,82,10,9,10
340,100116,25,3,43,0
341,100117,40,8,242,0
342,100118,47,6,71,15
343,100118,94,3,88,5
344,100118,17,3,513,10
345,100118,12,9,730,10
346,100118,38,3,1193,10
347,100119,38,8,1193,0
348,100119,96,3,20,5
349,100119,44,7,168,10
350,100119,15,2,731,15
351,100120,34,9,88,0
352,100121,48,10,421,15
353,100121,87,6,429,0
354,100121,96,4,20,15
355,100121,34,1,88,10
356,100122,29,5,206,15
357,100122,83,2,1206,5
358,100122,9,1,202,0
359,100122,82,5,9,15
360,100122,60,2,247,0
361,100123,69,7,712,15
362,100123,18,6,1368,15
363,100124,96,2,20,15
364,100124,94,10,88,15
365,100124,20,5,101,0
366,100124,54,6,613,5
367,100124,84,8,1315,15
368,100125,47,6,71,10
369,100125,13,1,21,15
370,100126,25,2,43,5
371,100126,16,10,14,0
372,100126,59,1,95,10
373,100127,17,4,513,0
374,100127,73,9,1063,5
375,100128,28,10,1171,0
376,100128,30,5,1260,5
377,100128,43,3,1212,10
378,100128,100,3,358,0
379,100128,19,1,1427,5
380,100129,46,4,1077,10
381,100130,23,5,1060,0
382,100131,95,9,6,0
383,100131,54,2,613,15
384,100132,100,2,358,15
385,100132,47,9,71,5
386,100132,66,10,266,0
387,100132,76,9,140,10
388,100133,83,7,1206,15
389,100133,4,2,873,15
390,100133,8,8,199,0
391,100133,62,2,371,10
392,100134,19,10,1427,10
393,100134,9,7,202,10
394,100134,17,8,513,15
395,100134,36,2,220,0
396,100134,80,9,78,5
397,100135,58,8,247,15
398,100135,30,7,1260,0
399,100135,53,6,445,15
400,100135,44,6,168,10
401,100136,20,2,101,0
402,100136,88,2,444,0
403,100136,61,7,1213,0
404,100137,17,10,513,10
405,100137,72,2,107,15
406,100137,8,6,199,15
407,100138,37,10,493,10
408,100139,14,4,155,5
409,100139,74,8,9,5
410,100139,65,2,652,10
411,100140,48,4,421,15
412,100140,15,9,731,0
413,100140,98,10,3,10
414,100140,36,1,220,5
415,100140,74,5,9,10
416,100141,45,3,139,15
417,100141,1,2,231,5
418,100141,24,1,867,0
419,100142,28,3,1171,10
420,100142,49,5,61,10
421,100142,54,10,613,0
422,100142,59,1,95,5
423,100142,44,3,168,0
424,100143,35,8,406,15
425,100144,78,4,1118,0
426,100144,57,6,712,15
427,100144,54,2,613,10
428,100144,35,10,406,15
429,100145,86,10,25,0
430,100145,40,1,242,5
431,100145,6,5,631,5
432,100145,29,3,206,10
433,100145,51,5,722,10
434,100146,1,8,231,15
435,100147,17,9,513,5
436,100147,49,9,61,10
437,100148,51,1,722,15
438,100149,59,2,95,10
439,100150,55,7,1324,10
440,100150,74,2,9,15
441,100150,52,1,229,10
442,100150,91,3,3,15
443,100150,82,6,9,0
444,100151,14,7,155,0
445,100151,32,7,89,10
446,100151,56,6,89,5
447,100151,76,6,140,5
448,100152,66,2,266,5
449,100153,45,3,139,5
450,100153,94,2,88,5
451,100153,83,5,1206,5
452,100154,78,2,1118,5
453,100154,20,8,101,15
454,100155,98,10,3,10
455,100155,75,6,1079,5
456,100155,58,8,247,0
457,100155,88,8,444,15
458,100155,73,5,1063,10
459,100156,8,8,199,15
460,100156,46,1,1077,0
461,100156,65,6,652,10
462,100156,10,2,1002,0
463,100156,40,10,242,15
464,100157,75,8,1079,5
465,100157,71,6,7,15
466,100157,95,9,6,5
467,100157,6,1,631,15
468,100158,44,2,168,5
469,100159,32,8,89,15
470,100160,67,5,488,15
471,100160,79,7,154,10
472,100160,21,10,232,0
473,100160,47,6,71,0
474,100160,48,6,421,0
475,100161,87,10,429,5
476,100161,50,6,648,0
477,100161,37,10,493,5
478,100161,33,6,147,10
479,100161,93,7,1214,5
480,100162,91,6,3,5
481,100162,11,9,573,0
482,100162,40,7,242,10
483,100162,72,1,107,10
484,100162,49,5,61,5
485,100163,44,8,168,5
486,100163,99,4,1332,5
487,100164,10,2,1002,0
488,100164,38,6,1193,5
489,100165,49,10,61,5
490,100165,20,8,101,0
491,100165,21,7,232,10
492,100165,24,4,867,15
493,100165,89,10,124,10
494,100166,30,8,1260,5
495,100166,69,6,712,15
496,100166,31,8,84,10
497,100166,40,7,242,15
498,100167,26,3,1201,10
499,100167,78,1,1118,15
500,100168,71,9,7,0
501,100168,14,5,155,0
502,100168,92,3,476,10
503,100169,66,4,266,15
504,100169,19,6,1427,0
505,100169,56,7,89,0
506,100169,12,7,730,10
507,100170,50,6,648,5
508,100170,11,1,573,10
509,100171,92,6,476,5
510,100172,5,8,1329,5
511,100172,37,8,493,15
512,100173,1,3,231,15
513,100173,11,2,573,10
514,100173,3,4,1389,10
515,100173,33,2,147,0
516,100173,28,4,1171,15
517,100174,59,9,95,0
518,100174,9,9,202,5
519,100174,15,3,731,10
520,100174,64,7,182,0
521,100174,77,10,894,10
522,100175,74,3,9,0
523,100175,54,9,613,10
524,100176,68,9,953,0
525,100177,61,6,1213,10
526,100177,6,1,631,10
527,100177,82,2,9,10
528,100177,50,4,648,0
529,100178,95,6,6,10
530,100178,97,3,35,15
531,100178,43,8,1212,5
532,100178,18,3,1368,0
533,100178,6,8,631,0
534,100179,26,5,1201,15
535,100179,6,9,631,15
536,100179,41,5,4,0
537,100180,37,1,493,10
538,100180,46,5,1077,0
539,100181,56,8,89,15
540,100181,52,6,229,5
541,100181,96,8,20,15
542,100182,67,7,488,0
543,100182,35,7,406,5
544,100182,11,9,573,10
545,100183,14,5,155,10
546,100183,11,8,573,15
547,100183,42,3,216,15
548,100184,58,6,247,15
549,100184,6,5,631,0
550,100184,94,2,88,15
551,100185,66,3,266,0
552,100185,96,3,20,15
553,100185,87,1,429,5
554,100186,31,6,84,10
555,100187,73,8,1063,10
556,100187,5,6,1329,15
557,100187,78,2,1118,5
558,100187,20,9,101,10
559,100188,41,2,4,0
560,100188,84,3,1315,15
561,100188,36,9,220,15
562,100188,32,9,89,0
563,100189,100,8,358,5
564,100189,34,10,88,10
565,100189,91,8,3,5
566,100190,18,2,1368,15
567,100191,92,2,476,10
568,100191,57,6,712,0
569,100192,70,3,1248,10
570,100192,38,9,1193,5
571,100192,39,2,1180,5
572,100192,21,3,232,5
573,100192,92,8,476,0
574,100193,71,8,7,5
575,100193,74,10,9,0
576,100193,48,2,421,10
577,100194,92,7,476,15
578,100194,93,10,1214,0
579,100194,62,3,371,10
580,100194,68,2,953,15
581,100195,88,9,444,5
582,100195,67,3,488,15
583,100195,45,9,139,0
584,100195,17,2,513,5
585,100196,22,4,3,10
586,100196,21,9,232,10
587,100196,42,2,216,10
588,100197,82,5,9,5
589,100197,71,5,7,0
590,100198,83,3,1206,10
591,100198,22,10,3,0
592,100198,76,1,140,0
593,100198,75,1,1079,10
594,100198,20,4,101,15
595,100199,82,5,9,10
596,100199,4,8,873,5
597,100199,64,7,182,10
598,100199,81,8,93,0
599,100199,70,1,1248,5
600,100200,54,6,613,5
601,100200,62,6,371,10
602,100200,60,6,247,15
603,100200,27,3,209,10
604,100201,72,2,107,10
605,100201,14,8,155,5
606,100201,41,3,4,0
607,100201,31,1,84,10
608,100201,60,7,247,15
609,100202,21,10,232,10
610,100202,42,4,216,5
611,100203,66,8,266,0
612,100203,60,2,247,15
613,100203,64,9,182,15
614,100203,40,4,242,5
615,100204,46,8,1077,10
616,100204,7,9,201,0
617,100204,37,2,493,15
618,100204,64,3,182,10
619,100204,77,6,894,15
620,100205,6,10,631,5
621,100205,52,6,229,10
622,100205,7,2,201,15
623,100206,58,10,247,0
624,100206,98,3,3,0
625,100206,71,7,7,10
626,100206,36,6,220,10
627,100206,80,3,78,5
628,100207,66,3,266,10
629,100207,52,8,229,15
630,100207,65,3,652,5
631,100207,6,6,631,10
632,100207,5,3,1329,15
633,100208,95,9,6,15
634,100208,39,10,1180,10
635,100208,76,8,140,0
636,100208,44,6,168,10
637,100208,65,2,652,15
638,100209,40,10,242,15
639,100209,93,5,1214,5
640,100209,89,1,124,15
641,100209,81,3,93,15
642,100209,4,3,873,5
643,100210,74,2,9,5
644,100211,57,6,712,15
645,100212,53,4,445,15
646,100212,89,9,124,15
647,100213,91,3,3,5
648,100214,42,6,216,5
649,100214,85,8,455,10
650,100214,62,9,371,10
651,100214,68,5,953,15
652,100214,49,4,61,5
653,100215,72,5,107,10
654,100215,39,4,1180,15
655,100215,29,6,206,15
656,100216,72,5,107,0
657,100216,93,10,1214,15
658,100216,36,7,220,10
659,100217,38,5,1193,0
660,100217,6,6,631,15
661,100218,96,4,20,10
662,100218,62,9,371,10
663,100218,28,3,1171,0
664,100219,95,9,6,5
665,100219,76,4,140,0
666,100219,31,2,84,15
667,100219,32,6,89,15
668,100219,7,2,201,5
669,100220,71,3,7,15
670,100221,62,5,371,10
671,100221,84,5,1315,0
672,100221,26,2,1201,5
673,100221,97,9,35,0
674,100222,54,1,613,15
675,100222,23,8,1060,5
676,100223,5,10,1329,0
677,100223,2,6,792,10
678,100223,39,8,1180,15
679,100224,65,5,652,5
680,100224,60,2,247,10
681,100225,94,5,88,5
682,100225,59,1,95,10
683,100226,73,4,1063,5
684,100226,87,10,429,15
685,100226,97,7,35,10
686,100227,52,2,229,5
687,100228,62,4,371,0
688,100228,42,5,216,15
689,100229,58,5,247,10
690,100229,97,5,35,0
691,100230,84,4,1315,0
692,100230,47,2,71,15
693,100230,89,5,124,5
694,100231,88,5,444,0
695,100231,65,5,652,10
696,100231,91,10,3,5
697,100231,99,4,1332,5
698,100232,20,6,101,15
699,100232,59,9,95,15
700,100232,96,9,20,5
701,100232,78,4,1118,0
702,100233,58,10,247,0
703,100233,68,1,953,5
704,100233,91,10,3,5
705,100233,47,3,71,10
706,100233,10,9,1002,15
707,100234,88,4,444,15
708,100235,66,8,266,0
709,100236,17,10,513,0
710,100236,66,9,266,15
711,100236,54,5,613,0
712,100236,59,7,95,10
713,100237,96,4,20,0
714,100238,55,6,1324,0
715,100239,8,7,199,5
716,100239,9,3,202,15
717,100239,61,6,1213,15
718,100239,5,8,1329,15
719,100239,37,7,493,0
720,100240,18,9,1368,15
721,100240,84,9,1315,5
722,100240,45,4,139,0
723,100240,16,1,14,10
724,100240,23,8,1060,15
725,100241,49,3,61,10
726,100241,30,4,1260,0
727,100241,32,1,89,15
728,100241,59,10,95,0
729,100241,45,4,139,5
730,100242,13,10,21,0
731,100243,77,4,894,0
732,100243,87,7,429,15
733,100243,91,4,3,5
734,100243,7,1,201,5
735,100244,38,10,1193,10
736,100244,30,4,1260,10
737,100244,94,3,88,5
738,100244,74,7,9,10
739,100244,41,5,4,0
740,100245,76,7,140,15
741,100245,95,1,6,10
742,100245,23,7,1060,10
743,100245,81,7,93,15
744,100245,87,3,429,10
745,100246,24,4,867,5
746,100246,97,5,35,5
747,100246,69,8,712,0
748,100246,61,9,1213,15
749,100247,72,4,107,10
750,100247,68,4,953,10
751,100247,18,2,1368,15
752,100247,50,6,648,0
753,100248,93,10,1214,0
754,100248,25,2,43,5
755,100248,7,10,201,5
756,100248,35,8,406,5
757,100248,49,6,61,10
758,100249,28,4,1171,0
759,100250,32,4,89,15
760,100250,90,4,4,10
761,100250,78,5,1118,15
762,100250,91,8,3,10
763,100251,34,8,88,15
764,100251,47,2,71,15
765,100251,66,6,266,5
766,100252,41,10,4,5
767,100252,53,3,445,0
768,100252,6,5,631,15
769,100253,20,4,101,15
770,100253,26,10,1201,5
771,100253,43,8,1212,10
772,100254,98,8,3,15
773,100254,63,3,7,10
774,100254,93,3,1214,5
775,100255,63,9,7,0
776,100255,24,2,867,0
777,100255,70,1,1248,15
778,100255,83,3,1206,5
779,100255,8,2,199,5
780,100256,28,9,1171,15
781,100257,8,10,199,15
782,100257,80,8,78,0
783,100257,82,1,9,15
784,100258,3,9,1389,10
785,100259,37,7,493,5
786,100259,3,2,1389,0
787,100259,65,9,652,5
788,100259,90,4,4,5
789,100259,87,10,429,10
790,100260,35,6,406,15
791,100260,51,8,722,5
792,100260,11,4,573,10
793,100261,84,1,1315,0
794,100262,49,1,61,5
795,100262,71,2,7,15
796,100262,61,7,1213,10
797,100262,8,10,199,0
798,100263,6,8,631,10
799,100263,30,1,1260,0
800,100263,28,5,1171,0
801,100263,89,3,124,10
802,100263,73,1,1063,5
803,100264,19,5,1427,5
804,100264,97,10,35,5
805,100264,92,10,476,15
806,100264,51,9,722,10
807,100264,10,7,1002,5
808,100265,65,6,652,0
809,100266,56,4,89,0
810,100267,78,10,1118,15
811,100267,99,6,1332,0
812,100267,79,5,154,15
813,100268,30,7,1260,5
814,100268,46,10,1077,15
815,100268,71,2,7,10
816,100268,49,4,61,0
817,100269,35,3,406,15
818,100270,95,6,6,10
819,100270,50,2,648,0
820,100271,40,8,242,10
821,100272,14,3,155,15
822,100272,17,8,513,15
823,100272,12,2,730,0
824,100273,46,9,1077,0
825,100274,77,7,894,15
826,100274,42,2,216,5
827,100274,50,10,648,5
828,100274,2,7,792,5
829,100274,38,3,1193,10
830,100275,35,2,406,5
831,100275,64,7,182,10
832,100275,19,7,1427,10
833,100276,10,8,1002,5
834,100276,47,8,71,0
835,100276,33,3,147,10
836,100276,32,1,89,15
837,100277,80,8,78,10
838,100277,49,7,61,5
839,100277,43,5,1212,10
840,100278,89,7,124,10
841,100278,26,5,1201,15
842,100278,62,10,371,5
843,100278,41,6,4,15
844,100278,23,5,1060,15
845,100279,15,10,731,5
846,100279,73,9,1063,0
847,100279,26,8,1201,5
848,100280,38,8,1193,5
849,100280,89,5,124,5
850,100280,9,5,202,5
851,100280,53,7,445,15
852,100281,58,10,247,15
853,100282,52,9,229,0
854,100282,69,6,712,0
855,100282,65,2,652,5
856,100282,89,6,124,5
857,100282,54,10,613,0
858,100283,83,7,1206,0
859,100283,87,1,429,0
860,100283,52,5,229,5
861,100283,97,9,35,5
862,100283,43,8,1212,10
863,100284,60,9,247,5
864,100284,99,6,1332,0
865,100284,87,8,429,0
866,100284,76,5,140,15
867,100285,15,3,731,10
868,100286,44,9,168,15
869,100286,59,6,95,15
870,100286,27,2,209,15
871,100287,41,2,4,0
872,100287,9,6,202,0
873,100287,39,3,1180,5
874,100287,6,9,631,5
875,100288,21,4,232,15
876,100288,43,3,1212,5
877,100288,72,7,107,15
878,100288,55,1,1324,5
879,100288,60,8,247,15
880,100289,1,5,231,0
881,100289,91,10,3,0
882,100289,28,9,1171,5
883,100289,27,6,209,10
884,100290,59,5,95,15
885,100290,15,9,731,10
886,100291,50,6,648,10
887,100291,79,8,154,5
888,100291,51,5,722,0
889,100291,76,3,140,10
890,100291,15,2,731,5
891,100292,15,3,731,15
892,100292,24,7,867,5
893,100292,48,10,421,15
894,100293,24,3,867,5
895,100293,63,8,7,10
896,100293,82,3,9,5
897,100293,69,6,712,15
898,100294,7,4,201,15
899,100294,46,9,1077,15
900,100294,2,7,792,15
901,100294,63,7,7,15
902,100294,18,8,1368,5
903,100295,73,1,1063,5
904,100296,5,9,1329,10
905,100296,36,3,220,15
906,100296,29,10,206,15
907,100297,66,9,266,10
908,100297,15,9,731,0
909,100297,74,8,9,5
910,100297,35,7,406,0
911,100297,100,4,358,10
912,100298,58,5,247,10
913,100299,57,2,712,5
914,100300,95,6,6,15
915,100300,76,3,140,5
916,100301,27,10,209,10
917,100301,8,9,199,10
918,100302,69,5,712,10
919,100302,22,9,3,0
920,100302,42,3,216,15
921,100302,91,1,3,10
922,100302,38,3,1193,5
923,100303,19,6,1427,5
924,100303,92,7,476,15
925,100304,74,5,9,15
926,100304,81,7,93,15
927,100305,82,2,9,15
928,100306,96,8,20,10
929,100306,36,10,220,0
930,100306,89,2,124,15
931,100306,48,6,421,0
932,100306,59,9,95,15
933,100307,55,8,1324,10
934,100307,28,6,1171,10
935,100308,71,10,7,15
936,100308,74,6,9,0
937,100308,17,1,513,0
938,100309,3,8,1389,0
939,100309,16,7,14,5
940,100309,21,3,232,10
941,100309,57,3,712,10
942,100310,84,6,1315,10
943,100311,48,3,421,0
944,100312,81,4,93,15
945,100312,40,2,242,0
946,100312,93,1,1214,5
947,100312,90,8,4,0
948,100313,76,9,140,15
949,100313,29,1,206,0
950,100314,16,3,14,15
951,100314,55,2,1324,5
952,100314,89,7,124,0
953,100315,14,6,155,10
954,100316,18,3,1368,5
955,100316,49,2,61,0
956,100316,100,10,358,5
957,100317,45,3,139,15
958,100317,93,10,1214,15
959,100317,28,4,1171,0
960,100317,81,2,93,5
961,100318,76,7,140,10
962,100319,41,2,4,5
963,100319,18,9,1368,10
964,100319,32,1,89,10
965,100319,36,4,220,5
966,100320,38,8,1193,15
967,100320,83,2,1206,5
968,100320,7,8,201,0
969,100320,31,9,84,0
970,100321,41,10,4,15
971,100321,17,6,513,5
972,100321,50,8,648,0
973,100322,76,2,140,0
974,100323,28,7,1171,10
975,100323,6,9,631,15
976,100323,8,7,199,15
977,100324,82,9,9,5
978,100325,11,4,573,5
979,100325,40,9,242,10
980,100325,66,7,266,0
981,100326,90,4,4,0
982,100326,56,4,89,0
983,100326,94,7,88,0
984,100327,79,3,154,0
985,100327,78,1,1118,5
986,100327,8,1,199,5
987,100327,40,8,242,10
988,100328,67,3,488,10
989,100328,93,2,1214,0
990,100328,34,6,88,15
991,100328,22,5,3,0
992,100328,48,5,421,0
993,100329,59,8,95,5
994,100329,66,6,266,5
995,100329,47,5,71,0
996,100329,8,10,199,0
997,100330,95,1,6,0
998,100330,66,1,266,5
999,100331,61,6,1213,15
1000,100332,23,9,1060,15
1001,100332,5,4,1329,10
1002,100333,54,6,613,10
1003,100333,93,2,1214,10
1004,100334,65,1,652,5
1005,100335,67,7,488,0
1006,100335,6,8,631,10
1007,100336,42,8,216,0
1008,100336,12,6,730,5
1009,100336,71,5,7,10
1010,100337,32,4,89,5
1011,100337,60,3,247,0
1012,100337,48,7,421,0
1013,100337,76,4,140,10
1014,100337,64,1,182,10
1015,100338,98,7,3,10
1016,100339,27,9,209,5
1017,100340,63,5,7,0
1018,100340,8,1,199,5
1019,100340,19,9,1427,15
1020,100340,92,6,476,15
1021,100341,75,2,1079,5
1022,100342,10,7,1002,5
1023,100342,76,4,140,10
1024,100342,73,5,1063,10
1025,100342,8,7,199,10
1026,100343,58,2,247,5
1027,100343,35,3,406,0
1028,100343,30,3,1260,0
1029,100344,58,6,247,15
1030,100344,60,2,247,10
1031,100345,58,8,247,10
1032,100345,40,2,242,0
1033,100346,88,10,444,0
1034,100346,39,4,1180,10
1035,100347,12,4,730,10
1036,100347,92,7,476,0
1037,100348,34,7,88,15
1038,100348,23,9,1060,5
1039,100348,4,2,873,15
1040,100349,18,2,1368,0
1041,100350,100,4,358,5
1042,100351,52,2,229,10
1043,100351,48,2,421,0
1044,100352,26,8,1201,5
1045,100353,43,2,1212,0
1046,100354,7,7,201,15
1047,100354,22,1,3,15
1048,100354,74,7,9,5
1049,100354,56,6,89,5
