PurchaseOrderItemID,PurchaseOrderID,ProductID,Quantity,UnitCost
330,100305,67,174,362.92
331,100307,27,43,142.09
332,100309,22,192,1.94
333,100310,5,152,850.25
334,100310,84,186,867.74
335,100310,50,133,397.54
336,100311,98,169,2.34
337,100312,95,43,4.25
338,100313,81,105,73.16
339,100313,33,102,91.48
340,100317,23,104,692.76
341,100319,27,93,142.09
342,100320,42,136,162.68
343,100322,39,84,712.6
344,100323,9,123,124.95
345,100324,20,33,69.94
346,100324,45,68,94.49
347,100324,49,152,37.47
348,100328,63,180,4.77
349,100329,64,72,142.05
350,100330,95,93,4.25
351,100331,53,51,309.07
352,100332,56,60,68.78
353,100335,100,161,284.53
354,100337,47,77,45.79
355,100338,30,50,772.01
356,100339,51,150,507.44
357,100339,24,200,633.85
358,100341,53,143,309.07
359,100342,7,161,148.67
360,100342,48,57,299.24
361,100343,55,126,908.54
362,100343,75,107,789.26
363,100343,4,149,564.42
364,100343,58,88,157.66
365,100345,30,96,772.01
366,100346,76,134,110.17
367,100349,42,105,162.68
368,100351,53,102,309.07
369,100352,54,166,417.71
370,100353,3,141,950.61
371,100353,85,200,297.07
372,100353,1,117,172.86
373,100353,19,118,1037.42
374,100355,56,29,68.78
375,100356,79,171,106.52
376,100359,28,132,818.18
377,100361,74,23,6.44
378,100362,76,187,110.17
379,100363,42,140,162.68
380,100364,9,179,124.95
381,100365,73,180,663.29
382,100365,2,144,591.86
383,100365,68,158,613.29
384,100365,99,29,826.58
385,100365,14,178,94.42
386,100365,88,37,342.14
387,100366,46,195,839.98
388,100367,50,131,397.54
389,100367,62,45,291.34
390,100367,5,182,850.25
391,100370,67,62,362.92
392,100372,4,34,564.42
393,100372,75,95,789.26
394,100372,55,111,908.54
395,100374,37,57,332.67
396,100375,9,164,124.95
397,100376,97,64,23.16
398,100378,49,117,37.47
399,100379,67,169,362.92
400,100380,11,138,396.45
401,100385,71,85,4.28
402,100387,95,93,4.25
403,100391,100,133,284.53
404,100395,98,183,2.34
405,100396,90,136,2.91
406,100398,90,118,2.91
407,100399,96,80,14.21
408,100401,56,167,68.78
409,100402,37,25,332.67
410,100404,97,22,23.16
411,100408,27,93,142.09
412,100409,22,76,1.94
413,100411,53,193,309.07
414,100412,13,180,16.32
415,100414,28,132,818.18
416,100415,22,53,1.94
417,100416,31,103,59.29
418,100417,71,71,4.28
419,100419,62,148,291.34
420,100419,84,89,867.74
421,100420,53,143,309.07
422,100422,71,49,4.28
423,100426,53,56,309.07
424,100428,31,162,59.29
425,100429,92,121,378.88
426,100430,57,157,484.53
427,100432,44,114,133.2
428,100433,37,183,332.67
429,100435,35,192,305.47
430,100436,96,26,14.21
431,100437,25,185,28.08
432,100441,6,199,435.29
433,100442,44,49,133.2
434,100446,20,29,69.94
435,100447,53,49,309.07
436,100449,47,157,45.79
437,100450,72,136,65.67
438,100451,80,170,55.19
439,100451,72,59,65.67
440,100453,1,28,172.86
441,100453,3,196,950.61
442,100453,19,114,1037.42
443,100453,85,75,297.07
444,100455,56,80,68.78
445,100456,59,159,65.02
446,100456,89,185,96.85
447,100458,41,90,2.47
448,100458,74,68,6.44
449,100460,35,43,305.47
450,100462,32,32,65.53
451,100464,22,52,1.94
452,100466,20,170,69.94
453,100466,49,75,37.47
454,100466,45,79,94.49
455,100467,98,172,2.34
456,100469,42,57,162.68
457,100471,22,64,1.94
458,100472,99,26,826.58
459,100475,43,80,767.23
460,100475,60,170,191.4
461,100476,27,64,142.09
462,100477,34,52,52.86
463,100478,29,141,129.9
464,100478,11,134,396.45
465,100478,79,112,106.52
466,100479,53,148,309.07
467,100480,49,31,37.47
468,100483,86,184,17.77
469,100483,82,27,6.07
470,100483,16,35,9.18
471,100484,56,129,68.78
472,100485,91,133,1.8
473,100486,28,102,818.18
474,100488,36,90,145.13
475,100488,80,179,55.19
476,100488,72,182,65.67
477,100489,84,136,867.74
478,100489,62,149,291.34
479,100489,50,174,397.54
480,100492,2,135,591.86
481,100492,99,78,826.58
482,100492,14,125,94.42
483,100492,73,106,663.29
484,100493,100,126,284.53
485,100494,44,129,133.2
486,100495,44,115,133.2
487,100497,96,37,14.21
488,100499,44,43,133.2
489,100500,10,170,722.19
490,100500,24,163,633.85
491,100500,77,163,583.89
492,100500,51,104,507.44
493,100501,42,110,162.68
494,100502,28,93,818.18
495,100503,98,46,2.34
496,100506,97,188,23.16
497,100507,71,47,4.28
498,100510,53,49,309.07
499,100511,50,175,397.54
500,100511,84,188,867.74
501,100511,5,197,850.25
502,100514,35,66,305.47
503,100516,89,109,96.85
504,100516,59,21,65.02
505,100520,91,164,1.8
506,100521,59,182,65.02
507,100521,89,27,96.85
508,100525,13,116,16.32
509,100526,64,107,142.05
510,100528,74,99,6.44
511,100530,72,59,65.67
512,100530,36,60,145.13
513,100530,80,178,55.19
514,100531,53,89,309.07
515,100532,42,144,162.68
516,100533,61,49,751.55
517,100533,93,108,899.74
518,100533,60,130,191.4
519,100533,52,48,162.1
520,100533,66,92,182.1
521,100534,83,121,893.29
522,100534,66,173,182.1
523,100534,61,34,751.55
524,100534,60,21,191.4
525,100534,43,72,767.23
526,100534,93,97,899.74
527,100536,37,85,332.67
528,100537,71,50,4.28
529,100538,61,130,751.55
530,100539,20,117,69.94
531,100540,13,38,16.32
532,100544,42,131,162.68
533,100545,42,39,162.68
534,100546,75,123,789.26
535,100546,58,183,157.66
536,100546,57,126,484.53
537,100547,7,25,148.67
538,100547,48,103,299.24
539,100548,85,112,297.07
540,100548,19,42,1037.42
541,100549,44,82,133.2
542,100550,47,154,45.79
543,100551,73,99,663.29
544,100552,42,105,162.68
545,100554,76,150,110.17
546,100555,12,109,518.6
547,100555,65,185,519.68
548,100555,30,57,772.01
549,100556,35,57,305.47
550,100557,3,187,950.61
551,100557,1,39,172.86
552,100557,19,65,1037.42
553,100559,13,164,16.32
554,100561,37,180,332.67
555,100563,71,132,4.28
556,100565,56,133,68.78
557,100566,29,110,129.9
558,100566,79,149,106.52
559,100566,11,38,396.45
560,100567,96,135,14.21
561,100569,41,114,2.47
562,100571,1,177,172.86
563,100571,19,172,1037.42
564,100571,85,149,297.07
565,100573,74,135,6.44
566,100573,41,166,2.47
567,100577,6,174,435.29
568,100578,42,35,162.68
569,100579,59,41,65.02
570,100579,89,149,96.85
571,100581,96,83,14.21
572,100582,85,115,297.07
573,100582,19,92,1037.42
574,100582,1,119,172.86
575,100582,3,124,950.61
576,100584,91,181,1.8
577,100585,13,104,16.32
578,100586,95,92,4.25
579,100587,34,105,52.86
580,100589,92,109,378.88
581,100590,37,53,332.67
582,100591,92,163,378.88
583,100592,96,52,14.21
584,100593,37,150,332.67
585,100594,8,66,127.97
586,100594,18,74,1077.07
587,100594,78,107,741.5
588,100595,20,55,69.94
589,100595,49,59,37.47
590,100597,45,45,94.49
591,100599,77,172,583.89
592,100599,10,116,722.19
593,100599,24,59,633.85
594,100599,23,61,692.76
595,100599,51,66,507.44
596,100600,25,31,28.08
597,100601,60,176,191.4
598,100601,83,92,893.29
599,100601,52,134,162.1
600,100601,61,79,751.55
601,100603,52,193,162.1
602,100603,60,166,191.4
603,100603,61,132,751.55
604,100603,93,138,899.74
605,100603,66,92,182.1
606,100604,92,61,378.88
607,100605,50,33,397.54
608,100605,84,184,867.74
609,100606,19,92,1037.42
610,100606,85,41,297.07
611,100606,1,61,172.86
612,100606,3,89,950.61
613,100608,64,131,142.05
614,100615,14,135,94.42
615,100618,8,121,127.97
616,100618,40,148,148.0
617,100618,87,115,275.47
618,100619,47,40,45.79
619,100621,76,27,110.17
620,100624,59,57,65.02
621,100624,89,55,96.85
622,100625,48,140,299.24
623,100626,96,134,14.21
624,100627,54,24,417.71
625,100628,71,58,4.28
626,100629,47,93,45.79
627,100630,82,51,6.07
628,100631,32,127,65.53
629,100632,46,48,839.98
630,100632,39,147,712.6
631,100632,17,172,345.78
632,100633,47,56,45.79
633,100634,96,20,14.21
634,100636,63,166,4.77
635,100637,55,37,908.54
636,100637,4,154,564.42
637,100637,57,159,484.53
638,100637,75,149,789.26
639,100638,47,140,45.79
640,100639,51,115,507.44
641,100640,35,111,305.47
642,100641,38,81,934.95
643,100642,90,54,2.91
644,100643,28,159,818.18
645,100644,64,195,142.05
646,100645,69,36,533.71
647,100645,38,137,934.95
648,100645,21,29,170.97
649,100645,26,95,783.71
650,100646,37,71,332.67
651,100648,29,99,129.9
652,100650,22,84,1.94
653,100652,27,93,142.09
654,100653,4,51,564.42
655,100653,57,114,484.53
656,100653,55,131,908.54
657,100654,79,118,106.52
658,100654,29,106,129.9
659,100655,64,197,142.05
660,100656,92,152,378.88
661,100657,33,40,91.48
662,100657,81,130,73.16
663,100664,54,102,417.71
664,100666,53,103,309.07
665,100667,72,174,65.67
666,100667,80,129,55.19
667,100667,36,62,145.13
668,100668,35,134,305.47
669,100671,74,177,6.44
670,100672,27,183,142.09
671,100673,8,191,127.97
672,100674,31,151,59.29
673,100675,76,56,110.17
674,100677,32,37,65.53
675,100677,94,80,54.12
676,100678,27,118,142.09
677,100679,12,114,518.6
678,100679,65,115,519.68
679,100679,30,133,772.01
680,100680,47,155,45.79
681,100681,40,83,148.0
682,100681,18,49,1077.07
683,100681,78,26,741.5
684,100682,20,163,69.94
685,100682,45,50,94.49
686,100682,49,87,37.47
687,100683,13,74,16.32
688,100684,37,71,332.67
689,100687,56,38,68.78
690,100689,97,133,23.16
691,100690,98,190,2.34
692,100691,35,160,305.47
693,100692,96,60,14.21
694,100693,95,150,4.25
695,100694,1,55,172.86
696,100694,85,80,297.07
697,100696,42,112,162.68
698,100698,67,161,362.92
699,100699,56,36,68.78
700,100700,71,142,4.28
701,100701,81,52,73.16
702,100701,33,101,91.48
703,100702,95,139,4.25
704,100703,35,161,305.47
705,100704,6,130,435.29
706,100705,12,97,518.6
707,100705,65,62,519.68
708,100705,30,61,772.01
709,100707,25,108,28.08
710,100709,90,84,2.91
711,100711,64,52,142.05
712,100713,33,171,91.48
713,100713,81,168,73.16
714,100715,52,179,162.1
715,100715,83,174,893.29
716,100716,76,27,110.17
717,100717,47,184,45.79
718,100720,68,147,613.29
719,100720,14,180,94.42
720,100720,73,159,663.29
721,100720,99,94,826.58
722,100720,2,184,591.86
723,100722,40,96,148.0
724,100722,15,136,563.65
725,100722,87,38,275.47
726,100723,2,72,591.86
727,100723,14,107,94.42
728,100723,73,175,663.29
729,100723,88,56,342.14
730,100723,68,100,613.29
731,100723,99,101,826.58
732,100724,25,53,28.08
733,100727,70,101,867.81
734,100727,7,81,148.67
735,100728,98,88,2.34
736,100729,3,94,950.61
737,100729,1,118,172.86
738,100729,19,177,1037.42
739,100729,85,127,297.07
740,100730,64,103,142.05
741,100731,47,60,45.79
742,100732,35,147,305.47
743,100733,48,43,299.24
744,100733,7,120,148.67
745,100734,63,75,4.77
746,100737,72,92,65.67
747,100737,36,146,145.13
748,100737,80,172,55.19
749,100738,19,130,1037.42
750,100738,85,54,297.07
751,100738,1,87,172.86
752,100738,3,113,950.61
753,100741,63,31,4.77
754,100745,25,165,28.08
755,100746,47,161,45.79
756,100749,71,118,4.28
757,100751,40,52,148.0
758,100751,78,44,741.5
759,100751,18,120,1077.07
760,100751,87,115,275.47
761,100751,8,106,127.97
762,100752,56,70,68.78
763,100753,75,29,789.26
764,100753,58,55,157.66
765,100753,57,105,484.53
766,100753,4,141,564.42
767,100753,55,152,908.54
768,100755,23,61,692.76
769,100755,77,120,583.89
770,100755,51,177,507.44
771,100755,24,96,633.85
772,100756,53,164,309.07
773,100757,71,24,4.28
774,100759,95,192,4.25
775,100760,82,169,6.07
776,100761,13,172,16.32
777,100763,71,187,4.28
778,100764,32,169,65.53
779,100765,92,154,378.88
780,100768,25,194,28.08
781,100770,41,166,2.47
782,100772,96,24,14.21
783,100774,67,127,362.92
784,100775,47,196,45.79
785,100778,74,148,6.44
786,100779,28,200,818.18
787,100781,56,163,68.78
788,100782,90,154,2.91
789,100783,81,137,73.16
790,100783,33,156,91.48
791,100785,77,194,583.89
792,100785,24,184,633.85
793,100785,51,197,507.44
794,100786,34,69,52.86
795,100788,94,162,54.12
796,100789,32,93,65.53
797,100789,94,200,54.12
798,100790,27,101,142.09
799,100791,89,93,96.85
800,100791,59,51,65.02
801,100792,100,108,284.53
802,100797,64,30,142.05
803,100798,49,108,37.47
804,100798,20,133,69.94
805,100803,44,74,133.2
806,100807,97,163,23.16
807,100808,31,47,59.29
808,100810,75,183,789.26
809,100810,55,79,908.54
810,100810,4,33,564.42
811,100810,57,45,484.53
812,100810,58,125,157.66
813,100811,83,194,893.29
814,100811,61,55,751.55
815,100811,43,21,767.23
816,100812,9,187,124.95
817,100813,81,93,73.16
818,100813,33,102,91.48
819,100815,25,42,28.08
820,100816,46,64,839.98
821,100816,17,126,345.78
822,100816,39,65,712.6
823,100817,72,146,65.67
824,100818,99,29,826.58
825,100818,68,22,613.29
826,100819,35,105,305.47
827,100820,85,54,297.07
828,100820,19,149,1037.42
829,100820,3,139,950.61
830,100821,11,104,396.45
831,100821,79,61,106.52
832,100822,100,67,284.53
833,100823,49,106,37.47
834,100824,63,64,4.77
835,100825,86,151,17.77
836,100825,82,103,6.07
837,100825,16,42,9.18
838,100826,97,67,23.16
839,100827,54,102,417.71
840,100829,92,86,378.88
841,100830,54,134,417.71
842,100831,94,169,54.12
843,100831,32,166,65.53
844,100833,19,187,1037.42
845,100834,3,139,950.61
846,100834,1,98,172.86
847,100834,19,60,1037.42
848,100838,47,196,45.79
849,100839,47,114,45.79
850,100840,91,54,1.8
851,100842,37,136,332.67
852,100843,84,157,867.74
853,100843,62,190,291.34
854,100843,50,75,397.54
855,100845,47,154,45.79
856,100846,74,164,6.44
857,100846,41,48,2.47
858,100847,6,166,435.29
859,100849,6,103,435.29
860,100851,82,169,6.07
861,100851,16,145,9.18
862,100851,86,43,17.77
863,100852,67,136,362.92
864,100853,94,136,54.12
865,100855,35,192,305.47
866,100856,44,121,133.2
867,100862,97,75,23.16
868,100864,47,128,45.79
869,100871,5,37,850.25
870,100871,62,140,291.34
871,100871,84,28,867.74
872,100873,97,66,23.16
873,100874,28,115,818.18
874,100876,22,116,1.94
875,100879,16,187,9.18
876,100879,86,109,17.77
877,100880,14,157,94.42
878,100881,35,77,305.47
879,100882,95,96,4.25
880,100886,81,78,73.16
881,100886,33,83,91.48
882,100887,92,59,378.88
883,100888,12,28,518.6
884,100888,65,189,519.68
885,100889,100,81,284.53
886,100891,54,45,417.71
887,100893,44,173,133.2
888,100895,23,31,692.76
889,100897,67,79,362.92
890,100899,28,55,818.18
891,100901,50,167,397.54
892,100901,62,173,291.34
893,100901,84,192,867.74
894,100903,55,189,908.54
895,100903,57,153,484.53
896,100903,4,76,564.42
897,100906,100,90,284.53
898,100908,34,180,52.86
899,100909,31,32,59.29
900,100910,94,198,54.12
901,100910,32,126,65.53
902,100912,14,157,94.42
903,100912,68,141,613.29
904,100912,73,81,663.29
905,100912,2,77,591.86
906,100915,28,138,818.18
907,100916,63,126,4.77
908,100920,80,82,55.19
909,100920,36,85,145.13
910,100920,72,72,65.67
911,100921,54,135,417.71
912,100923,13,157,16.32
913,100926,22,88,1.94
914,100928,90,38,2.91
915,100929,71,142,4.28
916,100930,18,23,1077.07
917,100930,87,74,275.47
918,100931,5,142,850.25
919,100931,62,82,291.34
920,100935,54,81,417.71
921,100936,60,186,191.4
922,100936,93,111,899.74
923,100936,61,98,751.55
924,100936,66,86,182.1
925,100936,83,112,893.29
926,100939,64,45,142.05
927,100940,28,72,818.18
928,100941,27,125,142.09
929,100942,37,57,332.67
930,100945,27,161,142.09
931,100946,98,59,2.34
932,100951,57,117,484.53
933,100951,55,165,908.54
934,100953,47,160,45.79
935,100954,64,145,142.05
936,100955,49,63,37.47
937,100955,45,110,94.49
938,100955,20,63,69.94
939,100956,83,145,893.29
940,100956,66,67,182.1
941,100957,25,39,28.08
942,100958,5,125,850.25
943,100959,59,37,65.02
944,100960,100,75,284.53
945,100961,81,178,73.16
946,100961,33,183,91.48
947,100965,49,24,37.47
948,100965,45,21,94.49
949,100965,20,156,69.94
950,100967,98,24,2.34
951,100970,62,65,291.34
952,100970,5,47,850.25
953,100970,50,44,397.54
954,100973,52,88,162.1
955,100973,93,121,899.74
956,100973,83,40,893.29
957,100973,60,115,191.4
958,100973,66,123,182.1
959,100974,34,198,52.86
960,100975,63,195,4.77
961,100979,100,43,284.53
962,100980,98,116,2.34
963,100981,21,41,170.97
964,100981,38,147,934.95
965,100981,69,131,533.71
966,100981,26,185,783.71
967,100982,47,155,45.79
968,100984,12,74,518.6
969,100985,6,31,435.29
970,100987,91,159,1.8
971,100989,70,100,867.81
972,100989,7,24,148.67
973,100989,48,73,299.24
974,100991,85,96,297.07
975,100991,1,61,172.86
976,100994,44,193,133.2
977,100995,6,55,435.29
978,100996,71,33,4.28
979,100997,95,79,4.25
980,100999,48,174,299.24
981,101000,13,27,16.32
982,101001,42,145,162.68
983,101002,74,161,6.44
984,101003,69,178,533.71
985,101003,21,95,170.97
986,101003,26,83,783.71
987,101003,38,38,934.95
988,101004,94,59,54.12
989,101005,80,119,55.19
990,101005,36,101,145.13
991,101007,7,21,148.67
992,101007,70,98,867.81
993,101009,94,46,54.12
994,101009,32,53,65.53
995,101010,44,130,133.2
996,101012,74,26,6.44
997,101012,41,42,2.47
998,101013,22,172,1.94
999,101016,93,125,899.74
1000,101016,60,119,191.4
1001,101016,61,41,751.55
1002,101016,43,163,767.23
1003,101016,52,82,162.1
1004,101017,89,63,96.85
1005,101020,100,97,284.53
1006,101021,47,57,45.79
1007,101022,33,131,91.48
1008,101026,85,39,297.07
1009,101026,3,112,950.61
1010,101026,19,84,1037.42
1011,101028,76,172,110.17
1012,101030,16,54,9.18
1013,101030,82,97,6.07
1014,101030,86,21,17.77
1015,101032,81,104,73.16
1016,101032,33,132,91.48
1017,101033,94,96,54.12
1018,101033,32,102,65.53
1019,101035,9,100,124.95
1020,101038,74,101,6.44
1021,101040,44,167,133.2
1022,101041,57,91,484.53
1023,101041,58,120,157.66
1024,101042,20,171,69.94
1025,101042,49,159,37.47
1026,101043,96,138,14.21
1027,101045,53,94,309.07
1028,101053,37,192,332.67
1029,101055,95,182,4.25
1030,101056,16,188,9.18
1031,101056,82,59,6.07
1032,101057,42,38,162.68
1033,101058,79,169,106.52
1034,101058,29,122,129.9
1035,101059,71,112,4.28
1036,101060,75,62,789.26
1037,101060,4,185,564.42
1038,101060,58,176,157.66
1039,101060,57,31,484.53
1040,101060,55,164,908.54
1041,101061,35,130,305.47
1042,101063,2,45,591.86
1043,101065,26,134,783.71
1044,101065,38,115,934.95
1045,101065,21,120,170.97
1046,101066,13,108,16.32
1047,101068,67,46,362.92
1048,101069,96,41,14.21
1049,101070,49,56,37.47
1050,101071,25,107,28.08
1051,101073,28,153,818.18
1052,101075,39,44,712.6
1053,101075,46,132,839.98
1054,101078,92,37,378.88
1055,101079,31,49,59.29
1056,101082,91,185,1.8
1057,101084,56,82,68.78
1058,101086,53,104,309.07
1059,101087,94,123,54.12
1060,101087,32,181,65.53
1061,101088,67,183,362.92
1062,101090,27,27,142.09
1063,101092,96,171,14.21
1064,101093,34,21,52.86
